estado;codigo_ibge;municipio;quantidade;fonte/filtro
SP;3524006;Itupeva;3056;Ano 2014
SP;3531100;Mongaguá;3044;Ano 2014
SP;3537107;Pedreira;3004;Ano 2014
SP;3531308;Monte Alto;2988;Ano 2014
SP;3552106;Socorro;2967;Ano 2014
SP;3525102;Jardinópolis;2958;Ano 2014
SP;3516705;Garça;2899;Ano 2014
SP;3525706;José Bonifácio;2891;Ano 2014
SP;3510401;Capivari;2870;Ano 2014
SP;3541307;Presidente Epitácio;2856;Ano 2014
SP;3531803;Monte Mor;2820;Ano 2014
SP;3554508;Tietê;2781;Ano 2014
SP;3556453;Vargem Grande Paulista;2768;Ano 2014
SP;3534302;Orlândia;2753;Ano 2014
SP;3550407;São Pedro;2726;Ano 2014
SP;3522703;Itápolis;2689;Ano 2014
SP;3537800;Piedade;2686;Ano 2014
SP;3510203;Capão Bonito;2685;Ano 2014
SP;3515103;Embu-Guaçu;2679;Ano 2014
SP;3535507;Paraguaçu Paulista;2661;Ano 2014
SP;3511508;Cerquilho;2642;Ano 2014
SP;3534609;Osvaldo Cruz;2608;Ano 2014
SP;3512803;Cosmópolis;2548;Ano 2014
SP;3551504;Serrana;2539;Ano 2014
SP;3508405;Cabreúva;2529;Ano 2014
SP;3536703;Pederneiras;2523;Ano 2014
SP;3546801;Santa Isabel;2516;Ano 2014
SP;3550100;São Manuel;2479;Ano 2014
SP;3533502;Novo Horizonte;2478;Ano 2014
SP;3500105;Adamantina;2458;Ano 2014
SP;3503802;Artur Nogueira;2445;Ano 2014
SP;3505302;Barra Bonita;2427;Ano 2014
SP;3556404;Vargem Grande do Sul;2424;Ano 2014
SP;3513702;Descalvado;2405;Ano 2014
SP;3500709;Agudos;2405;Ano 2014
SP;3520400;Ilhabela;2374;Ano 2014
SP;3513108;Cravinhos;2357;Ano 2014
SP;3551603;Serra Negra;2282;Ano 2014
SP;3524105;Ituverava;2271;Ano 2014
SP;3546603;Santa Fé do Sul;2213;Ano 2014
SP;3541505;Presidente Venceslau;2209;Ano 2014
SP;3515186;Espírito Santo do Pinhal;2172;Ano 2014
SP;3528403;Mairinque;2162;Ano 2014
SP;3541604;Promissão;2108;Ano 2014
SP;3554805;Tremembé;2055;Ano 2014
SP;3538808;Piraju;2002;Ano 2014
SP;3550209;São Miguel Arcanjo;1993;Ano 2014
SP;3518602;Guariba;1955;Ano 2014
SP;3542206;Rancharia;1913;Ano 2014
SP;3505203;Bariri;1896;Ano 2014
SP;3527306;Louveira;1879;Ano 2014
SP;3518206;Guararapes;1851;Ano 2014
SP;3501707;Américo Brasiliense;1845;Ano 2014
SP;3545308;Salto de Pirapora;1822;Ano 2014
SP;3544004;Rio das Pedras;1820;Ano 2014
SP;3500303;Aguaí;1816;Ano 2014
SP;3540200;Pontal;1769;Ano 2014
SP;3539509;Pitangueiras;1745;Ano 2014
SP;3530102;Mirandópolis;1724;Ano 2014
SP;3535309;Palmital;1703;Ano 2014
SP;3502903;Araçoiaba da Serra;1675;Ano 2014
SP;3518305;Guararema;1658;Ano 2014
SP;3510005;Cândido Mota;1649;Ano 2014
SP;3553401;Tanabi;1637;Ano 2014
SP;3510807;Casa Branca;1623;Ano 2014
SP;3502705;Apiaí;1623;Ano 2014
SP;3547502;Santa Rita do Passa Quatro;1617;Ano 2014
SP;3520301;Iguape;1613;Ano 2014
SP;3548005;Santo Antônio de Posse;1610;Ano 2014
SP;3537909;Pilar do Sul;1606;Ano 2014
SP;3539202;Pirapozinho;1605;Ano 2014
SP;3553807;Taquarituba;1598;Ano 2014
SP;3500501;Águas de Lindóia;1593;Ano 2014
SP;3526407;Laranjal Paulista;1583;Ano 2014
SP;3509403;Cajuru;1574;Ano 2014
SP;3508603;Cachoeira Paulista;1573;Ano 2014
SP;3521408;Iracemápolis;1567;Ano 2014
SP;3531407;Monte Aprazível;1566;Ano 2014
SP;3508702;Caconde;1560;Ano 2014
SP;3521903;Itajobi;1559;Ano 2014
SP;3525201;Jarinu;1545;Ano 2014
SP;3507803;Brodowski;1543;Ano 2014
SP;3520103;Igarapava;1539;Ano 2014
SP;3505609;Barrinha;1538;Ano 2014
SP;3537404;Pereira Barreto;1526;Ano 2014
SP;3520442;Ilha Solteira;1517;Ano 2014
SP;3547601;Santa Rosa de Viterbo;1517;Ano 2014
SP;3526001;Junqueirópolis;1512;Ano 2014
SP;3507902;Brotas;1510;Ano 2014
SP;3519303;Ibaté;1508;Ano 2014
SP;3538600;Piracaia;1502;Ano 2014
SP;3502200;Angatuba;1491;Ano 2014
SP;3514106;Dois Córregos;1471;Ano 2014
SP;3520426;Ilha Comprida;1471;Ano 2014
SP;3531902;Morro Agudo;1452;Ano 2014
SP;3509254;Cajati;1444;Ano 2014
SP;3526209;Juquitiba;1433;Ano 2014
SP;3513603;Cunha;1411;Ano 2014
SP;3521002;Iperó;1410;Ano 2014
SP;3521804;Itaí;1398;Ano 2014
SP;3540002;Pompéia;1388;Ano 2014
SP;3507100;Bom Jesus dos Perdões;1386;Ano 2014
SP;3529203;Martinópolis;1383;Ano 2014
SP;3517703;Guará;1363;Ano 2014
SP;3546306;Santa Cruz das Palmeiras;1359;Ano 2014
SP;3554300;Teodoro Sampaio;1357;Ano 2014
SP;3512407;Cordeirópolis;1353;Ano 2014
SP;3504602;Bady Bassitt;1351;Ano 2014
SP;3506607;Biritiba-Mirim;1341;Ano 2014
SP;3521705;Itaberá;1331;Ano 2014
SP;3508108;Buritama;1331;Ano 2014
SP;3507407;Borborema;1318;Ano 2014
SP;3544103;Rio Grande da Serra;1302;Ano 2014
SP;3556008;Urupês;1296;Ano 2014
SP;3517604;Guapiara;1269;Ano 2014
SP;3501301;Álvares Machado;1254;Ano 2014
SP;3545605;Santa Adélia;1252;Ano 2014
SP;3546702;Santa Gertrudes;1245;Ano 2014
SP;3538907;Pirajuí;1243;Ano 2014
SP;3556305;Valparaíso;1243;Ano 2014
SP;3512209;Conchal;1226;Ano 2014
SP;3515400;Fartura;1220;Ano 2014
SP;3501004;Altinópolis;1210;Ano 2014
SP;3547700;Santo Anastácio;1209;Ano 2014
SP;3527405;Lucélia;1206;Ano 2014
SP;3508009;Buri;1204;Ano 2014
SP;3535804;Paranapanema;1202;Ano 2014
SP;3531506;Monte Azul Paulista;1201;Ano 2014
SP;3553302;Tambaú;1194;Ano 2014
SP;3511409;Cerqueira César;1179;Ano 2014
SP;3502754;Araçariguama;1171;Ano 2014
SP;3540804;Potirendaba;1154;Ano 2014
SP;3537008;Pedregulho;1137;Ano 2014
SP;3539103;Pirapora do Bom Jesus;1136;Ano 2014
SP;3512308;Conchas;1127;Ano 2014
SP;3517505;Guapiaçu;1119;Ano 2014
SP;3504206;Auriflama;1113;Ano 2014
SP;3544251;Rosana;1110;Ano 2014
SP;3542404;Regente Feijó;1107;Ano 2014
SP;3505807;Bastos;1081;Ano 2014
SP;3511003;Castilho;1080;Ano 2014
SP;3519402;Ibirá;1077;Ano 2014
SP;3553955;Tarumã;1074;Ano 2014
SP;3529906;Miracatu;1072;Ano 2014
SP;3533007;Nova Granada;1062;Ano 2014
SP;3556800;Viradouro;1046;Ano 2014
SP;3512001;Colina;1033;Ano 2014
SP;3540903;Pradópolis;1033;Ano 2014
SP;3508801;Cafelândia;1012;Ano 2014
SP;3536307;Patrocínio Paulista;1012;Ano 2014
SP;3520004;Igaraçu do Tietê;1004;Ano 2014
SP;3530201;Mirante do Paranapanema;1003;Ano 2014
SP;3526100;Juquiá;1000;Ano 2014
SP;3529708;Miguelópolis;998;Ano 2014
SP;3536208;Pariquera-Açu;995;Ano 2014
SP;3539004;Pirangi;992;Ano 2014
SP;3538105;Pindorama;990;Ano 2014
SP;3552700;Tabatinga;988;Ano 2014
SP;3522802;Itaporanga;969;Ano 2014
SP;3535606;Paraibuna;964;Ano 2014
SP;3513900;Divinolândia;963;Ano 2014
SP;3510708;Cardoso;960;Ano 2014
SP;3541208;Presidente Bernardes;959;Ano 2014
SP;3519055;Holambra;951;Ano 2014
SP;3545001;Salesópolis;947;Ano 2014
SP;3528809;Maracaí;935;Ano 2014
SP;3514809;Eldorado;932;Ano 2014
SP;3511607;Cesário Lange;922;Ano 2014
SP;3528007;Macatuba;909;Ano 2014
SP;3555109;Tupi Paulista;896;Ano 2014
SP;3524600;Jacupiranga;894;Ano 2014
SP;3550902;São Simão;893;Ano 2014
SP;3535408;Panorama;892;Ano 2014
SP;3548609;São Bento do Sapucaí;891;Ano 2014
SP;3536000;Parapuã;890;Ano 2014
SP;3552601;Tabapuã;890;Ano 2014
SP;3523503;Itatinga;890;Ano 2014
SP;3532603;Nhandeara;884;Ano 2014
SP;3510302;Capela do Alto;880;Ano 2014
SP;3550803;São Sebastião da Grama;878;Ano 2014
SP;3554706;Torrinha;871;Ano 2014
SP;3549953;São Lourenço da Serra;867;Ano 2014
SP;3511706;Charqueada;865;Ano 2014
SP;3511300;Cedral;865;Ano 2014
SP;3514908;Elias Fausto;860;Ano 2014
SP;3525508;Joanópolis;848;Ano 2014
SP;3538204;Pinhalzinho;848;Ano 2014
SP;3535002;Palestina;846;Ano 2014
SP;3556107;Valentim Gentil;844;Ano 2014
SP;3515152;Engenheiro Coelho;840;Ano 2014
SP;3539400;Piratininga;835;Ano 2014
SP;3532009;Morungaba;833;Ano 2014
SP;3529807;Mineiros do Tietê;828;Ano 2014
SP;3550001;São Luís do Paraitinga;822;Ano 2014
SP;3540754;Potim;814;Ano 2014
SP;3551900;Severínia;812;Ano 2014
SP;3504800;Bálsamo;803;Ano 2014
SP;3520905;Ipaussu;799;Ano 2014
SP;3537503;Pereiras;798;Ano 2014
SP;3522901;Itapuí;788;Ano 2014
SP;3532405;Nazaré Paulista;776;Ano 2014
SP;3543006;Ribeirão Branco;772;Ano 2014
SP;3523602;Itirapina;763;Ano 2014
SP;3501152;Alumínio;762;Ano 2014
SP;3528601;Manduri;760;Ano 2014
SP;3506706;Boa Esperança do Sul;751;Ano 2014
SP;3521309;Ipuã;750;Ano 2014
SP;3506904;Bofete;747;Ano 2014
SP;3506805;Bocaina;740;Ano 2014
SP;3516903;General Salgado;740;Ano 2014
SP;3514502;Duartina;737;Ano 2014
SP;3557204;Chavantes;736;Ano 2014
SP;3535200;Palmeira D'oeste;734;Ano 2014
SP;3514601;Dumont;731;Ano 2014
SP;3513207;Cristais Paulista;725;Ano 2014
SP;3509908;Cananéia;725;Ano 2014
SP;3551801;Sete Barras;725;Ano 2014
SP;3534906;Pacaembu;710;Ano 2014
SP;3527603;Luís Antônio;696;Ano 2014
SP;3519105;Iacanga;695;Ano 2014
SP;3544905;Sales Oliveira;691;Ano 2014
SP;3506300;Bernardino de Campos;691;Ano 2014
SP;3551108;Sarapuí;687;Ano 2014
SP;3540507;Porangaba;678;Ano 2014
SP;3542909;Ribeirão Bonito;674;Ano 2014
SP;3517208;Guaiçara;669;Ano 2014
SP;3555604;Uchoa;667;Ano 2014
SP;3518503;Guareí;657;Ano 2014
SP;3541703;Quatá;653;Ano 2014
SP;3553609;Tapiratiba;651;Ano 2014
SP;3545159;Saltinho;651;Ano 2014
SP;3546009;Santa Branca;649;Ano 2014
SP;3543709;Rincão;648;Ano 2014
SP;3516002;Flórida Paulista;641;Ano 2014
SP;3512902;Cosmorama;622;Ano 2014
SP;3541901;Queluz;621;Ano 2014
SP;3552304;Sud Mennucci;618;Ano 2014
SP;3506409;Bilac;612;Ano 2014
SP;3553005;Taguaí;605;Ano 2014
SP;3503406;Arealva;604;Ano 2014
SP;3550506;São Pedro do Turvo;600;Ano 2014
SP;3532504;Neves Paulista;597;Ano 2014
SP;3503703;Ariranha;595;Ano 2014
SP;3543808;Rinópolis;588;Ano 2014
SP;3534757;Ouroeste;579;Ano 2014
SP;3519006;Herculândia;574;Ano 2014
SP;3514700;Echaporã;574;Ano 2014
SP;3548203;Santo Antônio do Pinhal;572;Ano 2014
SP;3515202;Estrela D'oeste;570;Ano 2014
SP;3555802;Urânia;569;Ano 2014
SP;3547908;Santo Antônio da Alegria;569;Ano 2014
SP;3548104;Santo Antônio do Jardim;556;Ano 2014
SP;3509304;Cajobi;554;Ano 2014
SP;3517000;Getulina;552;Ano 2014
SP;3514304;Dourado;550;Ano 2014
SP;3528106;Macaubal;547;Ano 2014
SP;3548054;Santo Antônio do Aracanguá;547;Ano 2014
SP;3504404;Avanhandava;545;Ano 2014
SP;3557303;Estiva Gerbi;543;Ano 2014
SP;3538501;Piquete;541;Ano 2014
SP;3556602;Vera Cruz;535;Ano 2014
SP;3531209;Monte Alegre do Sul;535;Ano 2014
SP;3519501;Ibirarema;524;Ano 2014
SP;3527009;Lindóia;512;Ano 2014
SP;3504909;Bananal;511;Ano 2014
SP;3542107;Rafard;507;Ano 2014
SP;3519907;Iepê;505;Ano 2014
SP;3517901;Guaraci;503;Ano 2014
SP;3523305;Itariri;503;Ano 2014
SP;3515608;Fernando Prestes;501;Ano 2014
SP;3545407;Salto Grande;499;Ano 2014
SP;3523701;Itirapuã;497;Ano 2014
SP;3521507;Irapuã;494;Ano 2014
SP;3544202;Riolândia;492;Ano 2014
SP;3544301;Roseira;487;Ano 2014
SP;3523800;Itobi;473;Ano 2014
SP;3531704;Monteiro Lobato;462;Ano 2014
SP;3554409;Terra Roxa;459;Ano 2014
SP;3532900;Nova Europa;458;Ano 2014
SP;3556909;Vista Alegre do Alto;453;Ano 2014
SP;3517802;Guaraçaí;451;Ano 2014
SP;3534104;Oriente;451;Ano 2014
SP;3500550;Águas de Santa Bárbara;451;Ano 2014
SP;3536802;Pedra Bela;450;Ano 2014
SP;3551405;Serra Azul;444;Ano 2014
SP;3503604;Areiópolis;440;Ano 2014
SP;3518107;Guarantã;437;Ano 2014
SP;3536604;Paulo de Faria;436;Ano 2014
SP;3509452;Campina do Monte Alegre;435;Ano 2014
SP;3536109;Pardinho;433;Ano 2014
SP;3521101;Ipeúna;429;Ano 2014
SP;3532306;Natividade da Serra;427;Ano 2014
SP;3515350;Euclides da Cunha Paulista;426;Ano 2014
SP;3533601;Nuporanga;425;Ano 2014
SP;3520202;Igaratá;422;Ano 2014
SP;3524501;Jaci;421;Ano 2014
SP;3553500;Tapiraí;420;Ano 2014
SP;3511904;Clementina;418;Ano 2014
SP;3547007;Santa Maria da Serra;417;Ano 2014
SP;3539905;Poloni;416;Ano 2014
SP;3518859;Guatapará;411;Ano 2014
SP;3526308;Lagoinha;410;Ano 2014
SP;3521606;Irapuru;409;Ano 2014
SP;3502309;Anhembi;403;Ano 2014
SP;3500402;Águas da Prata;401;Ano 2014
SP;3501806;Américo de Campos;399;Ano 2014
SP;3519808;Icém;398;Ano 2014
SP;3535101;Palmares Paulista;397;Ano 2014
SP;3512506;Coroados;395;Ano 2014
SP;3532827;Nova Campina;394;Ano 2014
SP;3534807;Ouro Verde;390;Ano 2014
SP;3537206;Pedro de Toledo;386;Ano 2014
SP;3556354;Vargem;384;Ano 2014
SP;3544806;Sales;384;Ano 2014
SP;3535705;Paraíso;383;Ano 2014
SP;3512100;Colômbia;383;Ano 2014
SP;3536406;Paulicéia;381;Ano 2014
SP;3545704;Santa Albertina;379;Ano 2014
SP;3505401;Barra do Turvo;379;Ano 2014
SP;3542701;Restinga;378;Ano 2014
SP;3514007;Dobrada;376;Ano 2014
SP;3553906;Tarabai;368;Ano 2014
SP;3537701;Piacatu;368;Ano 2014
SP;3549508;São José da Bela Vista;367;Ano 2014
SP;3552908;Taciba;365;Ano 2014
SP;3507704;Braúna;364;Ano 2014
SP;3534203;Orindiúva;361;Ano 2014
SP;3505104;Barbosa;358;Ano 2014
SP;3532801;Nova Aliança;352;Ano 2014
SP;3500600;Águas de São Pedro;351;Ano 2014
SP;3529500;Mendonça;349;Ano 2014
SP;3520608;Indiana;347;Ano 2014
SP;3542503;Reginópolis;347;Ano 2014
SP;3508207;Buritizal;347;Ano 2014
SP;3517307;Guaimbê;346;Ano 2014
SP;3524204;Jaborandi;346;Ano 2014
SP;3553104;Taiaçu;344;Ano 2014
SP;3519204;Iacri;343;Ano 2014
SP;3517109;Glicério;341;Ano 2014
SP;3516606;Gália;339;Ano 2014
SP;3539608;Planalto;337;Ano 2014
SP;3543253;Ribeirão Grande;336;Ano 2014
SP;3524907;Jambeiro;334;Ano 2014
SP;3518909;Guzolândia;330;Ano 2014
SP;3553856;Taquarivaí;327;Ano 2014
SP;3543204;Ribeirão do Sul;325;Ano 2014
SP;3505351;Barra do Chapéu;324;Ano 2014
SP;3501103;Alto Alegre;324;Ano 2014
SP;3528858;Marapoama;323;Ano 2014
SP;3503109;Arandu;321;Ano 2014
SP;3554953;Tuiuti;319;Ano 2014
SP;3553203;Taiúva;317;Ano 2014
SP;3542008;Quintana;314;Ano 2014
SP;3511201;Catiguá;309;Ano 2014
SP;3521150;Ipiguá;308;Ano 2014
SP;3543501;Riversul;308;Ano 2014
SP;3515194;Espírito Santo do Turvo;305;Ano 2014
SP;3526506;Lavínia;305;Ano 2014
SP;3530409;Mirassolândia;303;Ano 2014
SP;3546900;Santa Lúcia;303;Ano 2014
SP;3541109;Presidente Alves;300;Ano 2014
SP;3503000;Aramina;297;Ano 2014
SP;3509809;Campos Novos Paulista;297;Ano 2014
SP;3532058;Motuca;297;Ano 2014
SP;3554904;Três Fronteiras;296;Ano 2014
SP;3543105;Ribeirão Corrente;295;Ano 2014
SP;3546504;Santa Ernestina;293;Ano 2014
SP;3501202;Álvares Florence;291;Ano 2014
SP;3508306;Cabrália Paulista;286;Ano 2014
SP;3532702;Nipoã;285;Ano 2014
SP;3542305;Redenção da Serra;284;Ano 2014
SP;3529609;Meridiano;284;Ano 2014
SP;3502002;Analândia;281;Ano 2014
SP;3546207;Santa Cruz da Conceição;281;Ano 2014
SP;3527702;Luiziânia;280;Ano 2014
SP;3549607;São José do Barreiro;279;Ano 2014
SP;3519253;Iaras;278;Ano 2014
SP;3551306;Sebastianópolis do Sul;277;Ano 2014
SP;3555356;Ubarana;275;Ano 2014
SP;3534500;Oscar Bressane;275;Ano 2014
SP;3504305;Avaí;274;Ano 2014
SP;3552007;Silveiras;270;Ano 2014
SP;3551207;Sarutaiá;269;Ano 2014
SP;3507308;Boracéia;265;Ano 2014
SP;3516853;Gavião Peixoto;265;Ano 2014
SP;3541059;Pratânia;264;Ano 2014
SP;3520707;Indiaporã;264;Ano 2014
SP;3548401;Santópolis do Aguapeí;263;Ano 2014
SP;3528908;Mariápolis;262;Ano 2014
SP;3509106;Caiuá;261;Ano 2014
SP;3512704;Corumbataí;256;Ano 2014
SP;3555505;Ubirajara;255;Ano 2014
SP;3512605;Coronel Macedo;255;Ano 2014
SP;3520806;Inúbia Paulista;253;Ano 2014
SP;3532108;Murutinga do Sul;251;Ano 2014
SP;3540101;Pongaí;250;Ano 2014
SP;3538303;Piquerobi;248;Ano 2014
SP;3537156;Pedrinhas Paulista;247;Ano 2014
SP;3542800;Ribeira;244;Ano 2014
SP;3526605;Lavrinhas;244;Ano 2014
SP;3502408;Anhumas;242;Ano 2014
SP;3543600;Rifaina;242;Ano 2014
SP;3541653;Quadra;242;Ano 2014
SP;3533700;Ocauçu;242;Ano 2014
SP;3502606;Aparecida D'oeste;240;Ano 2014
SP;3525607;João Ramalho;238;Ano 2014
SP;3522000;Itaju;237;Ano 2014
SP;3544608;Sabino;236;Ano 2014
SP;3530003;Mira Estrela;235;Ano 2014
SP;3521200;Iporanga;235;Ano 2014
SP;3554607;Timburi;234;Ano 2014
SP;3515905;Floreal;233;Ano 2014
SP;3500204;Adolfo;232;Ano 2014
SP;3510906;Cássia dos Coqueiros;232;Ano 2014
SP;3545506;Sandovalina;229;Ano 2014
SP;3532207;Narandiba;228;Ano 2014
SP;3539707;Platina;225;Ano 2014
SP;3528304;Magda;225;Ano 2014
SP;3525805;Júlio Mesquita;225;Ano 2014
SP;3535903;Paranapuã;224;Ano 2014
SP;3522653;Itapirapuã Paulista;222;Ano 2014
SP;3509957;Canas;221;Ano 2014
SP;3532157;Nantes;220;Ano 2014
SP;3500758;Alambari;217;Ano 2014
SP;3533254;Novais;217;Ano 2014
SP;3552551;Suzanápolis;216;Ano 2014
SP;3525409;Jeriquara;215;Ano 2014
SP;3500808;Alfredo Marcondes;214;Ano 2014
SP;3508900;Caiabu;212;Ano 2014
SP;3527900;Lutécia;210;Ano 2014
SP;3522158;Itaóca;210;Ano 2014
SP;3500907;Altair;210;Ano 2014
SP;3557154;Zacarias;208;Ano 2014
SP;3528700;Marabá Paulista;208;Ano 2014
SP;3505005;Barão de Antonina;206;Ano 2014
SP;3534005;Onda Verde;206;Ano 2014
SP;3523008;Itapura;203;Ano 2014
SP;3527801;Lupércio;202;Ano 2014
SP;3533304;Nova Luzitânia;200;Ano 2014
SP;3531605;Monte Castelo;197;Ano 2014
SP;3516507;Gabriel Monteiro;196;Ano 2014
SP;3540408;Populina;196;Ano 2014
SP;3507159;Bom Sucesso de Itararé;195;Ano 2014
SP;3530904;Mombuca;195;Ano 2014
SP;3510153;Canitar;194;Ano 2014
SP;3540259;Pontalinda;193;Ano 2014
SP;3533809;Óleo;188;Ano 2014
SP;3533205;Nova Independência;187;Ano 2014
SP;3510104;Cândido Rodrigues;184;Ano 2014
SP;3528205;Macedônia;184;Ano 2014
SP;3545100;Salmourão;183;Ano 2014
SP;3549003;São Francisco;182;Ano 2014
SP;3503505;Areias;182;Ano 2014
SP;3531001;Monções;182;Ano 2014
SP;3513306;Cruzália;179;Ano 2014
SP;3544509;Rubinéia;177;Ano 2014
SP;3536257;Parisi;173;Ano 2014
SP;3549201;São João das Duas Pontes;172;Ano 2014
SP;3516804;Gastão Vidigal;170;Ano 2014
SP;3547106;Santa Mercedes;168;Ano 2014
SP;3544400;Rubiácea;165;Ano 2014
SP;3514924;Elisiário;165;Ano 2014
SP;3554201;Tejupá;165;Ano 2014
SP;3507753;Brejo Alegre;163;Ano 2014
SP;3536901;Pedranópolis;162;Ano 2014
SP;3555307;Turmalina;162;Ano 2014
SP;3507456;Borebi;160;Ano 2014
SP;3548302;Santo Expedito;160;Ano 2014
SP;3515129;Emilianópolis;159;Ano 2014
SP;3516101;Florínia;158;Ano 2014
SP;3547403;Santa Rita D'oeste;157;Ano 2014
SP;3503356;Arco-Íris;156;Ano 2014
SP;3501509;Alvinlândia;154;Ano 2014
SP;3503158;Arapeí;152;Ano 2014
SP;3541802;Queiroz;149;Ano 2014
SP;3525854;Jumirim;144;Ano 2014
SP;3529658;Mesópolis;144;Ano 2014
SP;3549300;São João do Pau D'alho;144;Ano 2014
SP;3555703;União Paulista;143;Ano 2014
SP;3527256;Lourdes;141;Ano 2014
SP;3527504;Lucianópolis;140;Ano 2014
SP;3532843;Nova Canaã Paulista;140;Ano 2014
SP;3514957;Embaúba;140;Ano 2014
SP;3540309;Pontes Gestal;137;Ano 2014
SP;3549250;São João de Iracema;136;Ano 2014
SP;3555208;Turiúba;134;Ano 2014
SP;3554656;Torre de Pedra;134;Ano 2014
SP;3553658;Taquaral;133;Ano 2014
SP;3504701;Balbinos;128;Ano 2014
SP;3533106;Nova Guataporanga;127;Ano 2014
SP;3529104;Marinópolis;126;Ano 2014
SP;3543238;Ribeirão dos Índios;126;Ano 2014
SP;3514205;Dolcinópolis;126;Ano 2014
SP;3546256;Santa Cruz da Esperança;124;Ano 2014
SP;3547650;Santa Salete;124;Ano 2014
SP;3503950;Aspásia;123;Ano 2014
SP;3515301;Estrela do Norte;120;Ano 2014
SP;3546108;Santa Clara D'oeste;119;Ano 2014
SP;3547205;Santana da Ponte Pensa;113;Ano 2014
SP;3544707;Sagres;113;Ano 2014
SP;3506201;Bento de Abreu;109;Ano 2014
SP;3536570;Paulistânia;108;Ano 2014
SP;3515806;Flora Rica;105;Ano 2014
SP;3518008;Guarani D'oeste;99;Ano 2014
SP;3556958;Vitória Brasil;97;Ano 2014
SP;3501400;Álvaro de Carvalho;95;Ano 2014
SP;3555901;Uru;90;Ano 2014
SP;3513850;Dirce Reis;84;Ano 2014
SP;3532868;Nova Castilho;83;Ano 2014
SP;3515657;Fernão;82;Ano 2014
SP;3554755;Trabiju;82;Ano 2014
SP;3540853;Pracinha;63;Ano 2014
SP;3507209;Borá;48;Ano 2014
TO;1721000;Palmas;18830;Ano 2014
TO;1702109;Araguaína;9112;Ano 2014
TO;1709500;Gurupi;4994;Ano 2014
TO;1716109;Paraíso do Tocantins;3146;Ano 2014
TO;1718204;Porto Nacional;2913;Ano 2014
TO;1709302;Guaraí;1636;Ano 2014
TO;1705508;Colinas do Tocantins;1531;Ano 2014
TO;1713205;Miracema do Tocantins;1050;Ano 2014
TO;1707009;Dianópolis;921;Ano 2014
TO;1702208;Araguatins;895;Ano 2014
TO;1721208;Tocantinópolis;878;Ano 2014
TO;1708205;Formoso do Araguaia;800;Ano 2014
TO;1713304;Miranorte;728;Ano 2014
TO;1716505;Pedro Afonso;685;Ano 2014
TO;1702554;Augustinópolis;586;Ano 2014
TO;1711902;Lagoa da Confusão;452;Ano 2014
TO;1700707;Alvorada;439;Ano 2014
TO;1720903;Taguatinga;418;Ano 2014
TO;1722107;Xambioá;390;Ano 2014
TO;1714203;Natividade;382;Ano 2014
TO;1702406;Arraias;372;Ano 2014
TO;1702000;Araguaçu;361;Ano 2014
TO;1716604;Peixe;351;Ano 2014
TO;1701002;Ananás;349;Ano 2014
TO;1716703;Colméia;318;Ano 2014
TO;1715754;Palmeirópolis;312;Ano 2014
TO;1714880;Nova Olinda;296;Ano 2014
TO;1706100;Cristalândia;286;Ano 2014
TO;1716208;Paranã;268;Ano 2014
TO;1707108;Divinópolis do Tocantins;256;Ano 2014
TO;1702307;Arapoema;236;Ano 2014
TO;1702901;Axixá do Tocantins;233;Ano 2014
TO;1722081;Wanderlândia;221;Ano 2014
TO;1721109;Tocantínia;220;Ano 2014
TO;1700400;Almas;216;Ano 2014
TO;1703800;Buriti do Tocantins;216;Ano 2014
TO;1712009;Lajeado;214;Ano 2014
TO;1703701;Brejinho de Nazaré;208;Ano 2014
TO;1718865;Santa Fé do Araguaia;207;Ano 2014
TO;1707652;Figueirópolis;206;Ano 2014
TO;1703867;Cariri do Tocantins;203;Ano 2014
TO;1700350;Aliança do Tocantins;198;Ano 2014
TO;1720804;Sítio Novo do Tocantins;197;Ano 2014
TO;1717909;Ponte Alta do Tocantins;197;Ano 2014
TO;1705557;Combinado;193;Ano 2014
TO;1703909;Caseara;188;Ano 2014
TO;1709005;Goiatins;188;Ano 2014
TO;1715101;Novo Acordo;177;Ano 2014
TO;1710508;Itacajá;177;Ano 2014
TO;1720655;Silvanópolis;175;Ano 2014
TO;1720200;São Miguel do Tocantins;175;Ano 2014
TO;1703842;Campos Lindos;174;Ano 2014
TO;1701101;Aparecida do Rio Negro;162;Ano 2014
TO;1717503;Pium;160;Ano 2014
TO;1703008;Babaçulândia;157;Ano 2014
TO;1707306;Dueré;157;Ano 2014
TO;1701903;Araguacema;156;Ano 2014
TO;1718758;Rio Sono;152;Ano 2014
TO;1707405;Esperantina;152;Ano 2014
TO;1718840;Sandolândia;151;Ano 2014
TO;1707702;Filadélfia;151;Ano 2014
TO;1703107;Barrolândia;143;Ano 2014
TO;1707207;Dois Irmãos do Tocantins;142;Ano 2014
TO;1713601;Monte do Carmo;140;Ano 2014
TO;1715002;Nova Rosalândia;139;Ano 2014
TO;1720978;Talismã;139;Ano 2014
TO;1707553;Fátima;137;Ano 2014
TO;1700301;Aguiarnópolis;136;Ano 2014
TO;1708254;Fortaleza do Tabocão;134;Ano 2014
TO;1718402;Presidente Kennedy;131;Ano 2014
TO;1716653;Pequizeiro;131;Ano 2014
TO;1705607;Conceição do Tocantins;131;Ano 2014
TO;1706506;Darcinópolis;129;Ano 2014
TO;1702158;Araguanã;124;Ano 2014
